Mode_of_Transport,Departure_Station,Arrival_Station,Departure_Time,Passenger_Count,Fare_Amount,Trip_Duration_Minutes,Trip_Date,Day_of_Week,Hour,time_of_day,Revenue,Route,Is_Weekend
FERRY,West End,Central,2024-01-01 17:47:00,73.0,6.301593331171555,45.0,2024-01-30,Tuesday,17,Evening,460.01631317552346,West End → Central,False
TRAM,Central,Airport,2024-01-01 17:48:00,39.0,17.19172549050473,84.0,2024-01-30,Tuesday,17,Evening,670.4772941296844,Central → Airport,False
FERRY,Downtown,Central,2024-01-01 17:49:00,28.0,7.570677258309427,166.0,2024-01-30,Tuesday,17,Evening,211.97896323266394,Downtown → Central,False
TRAIN,West End,Downtown,2024-01-01 17:50:00,3.0,34.75764552770626,164.0,2024-01-30,Tuesday,17,Evening,104.27293658311878,West End → Downtown,False
FERRY,South Point,Downtown,2024-01-01 17:51:00,84.0,10.70947963488955,93.0,2024-01-30,Tuesday,17,Evening,899.5962893307222,South Point → Downtown,False
BUS,Airport,West End,2024-01-01 17:52:00,70.0,19.89703897280729,70.0,2024-01-30,Tuesday,17,Evening,1392.7927280965105,Airport → West End,False
BUS,West End,Downtown,2024-01-01 17:53:00,27.0,44.83590149212954,16.0,2024-01-30,Tuesday,17,Evening,1210.5693402874974,West End → Downtown,False
FERRY,North Station,airport,2024-01-01 17:54:00,2.0,10.61366097824903,172.0,2024-01-30,Tuesday,17,Evening,21.22732195649806,North Station → airport,False
FERRY,West End,South Point,2024-01-01 17:55:00,93.0,25.63635066595957,77.0,2024-01-30,Tuesday,17,Evening,2384.18061193424,West End → South Point,False
BUS,West End,Central,2024-01-01 17:56:00,38.0,21.25394722771809,80.0,2024-01-30,Tuesday,17,Evening,807.6499946532874,West End → Central,False
TRAM,Airport,South Point,2024-01-01 17:57:00,3.0,1.397140031763622,94.0,2024-01-30,Tuesday,17,Evening,4.191420095290866,Airport → South Point,False
FERRY,North Station,Downtown,2024-01-01 17:58:00,16.0,39.74152662185423,14.0,2024-01-30,Tuesday,17,Evening,635.8644259496676,North Station → Downtown,False
BUS,Downtown,South Point,2024-01-01 17:59:00,94.0,3.917772362572686,100.0,2024-01-30,Tuesday,17,Evening,368.27060208183246,Downtown → South Point,False
TRAM,Downtown,South Point,2024-01-01 18:00:00,40.0,23.9756235383592,24.0,2024-01-31,Wednesday,18,Evening,959.024941534368,Downtown → South Point,False
BUS,West End,South Point,2024-01-01 18:01:00,2.0,28.25357559947802,43.0,2024-01-31,Wednesday,18,Evening,56.50715119895604,West End → South Point,False
FERRY,North Station,Downtown,2024-01-01 18:02:00,81.0,25.403856477451566,64.0,2024-01-31,Wednesday,18,Evening,2057.712374673577,North Station → Downtown,False
BUS,North Station,Airport,2024-01-01 18:03:00,41.0,25.403856477451566,70.0,2024-01-31,Wednesday,18,Evening,1041.5581155755142,North Station → Airport,False
FERRY, Central ,South Point,2024-01-01 18:04:00,12.0,13.0369829843744,69.0,2024-01-31,Wednesday,18,Evening,156.4437958124928, Central  → South Point,False
BUS,South Point,West End,2024-01-01 18:05:00,35.0,0.993949444593244,128.0,2024-01-31,Wednesday,18,Evening,34.78823056076354,South Point → West End,False
BUS,Downtown,Downtown,2024-01-01 18:06:00,65.0,36.31046128656814,168.0,2024-01-31,Wednesday,18,Evening,2360.1799836269292,Downtown → Downtown,False
BUS, Central ,South Point,2024-01-01 18:07:00,55.0,27.01500166770514,156.0,2024-01-31,Wednesday,18,Evening,1485.8250917237826, Central  → South Point,False
TRAIN,Central,Airport,2024-01-01 18:08:00,45.0,41.88782630875881,159.0,2024-01-31,Wednesday,18,Evening,1884.9521838941464,Central → Airport,False
FERRY,Downtown,Downtown,2024-01-01 18:09:00,79.0,41.15872396358436,97.5,2024-01-31,Wednesday,18,Evening,3251.5391931231643,Downtown → Downtown,False
TRAIN,Airport,North Station,2024-01-01 18:10:00,90.0,42.24464530550021,163.0,2024-01-31,Wednesday,18,Evening,3802.0180774950186,Airport → North Station,False
FERRY,Downtown,Airport,2024-01-01 18:11:00,85.0,24.51218566898724,61.0,2024-01-31,Wednesday,18,Evening,2083.5357818639154,Downtown → Airport,False
BUS,South Point,West End,2024-01-01 18:12:00,62.0,17.01460559392485,82.0,2024-01-31,Wednesday,18,Evening,1054.9055468233405,South Point → West End,False
BUS,Central,South Point,2024-01-01 18:13:00,49.0,39.68213102827281,33.0,2024-01-31,Wednesday,18,Evening,1944.424420385368,Central → South Point,False
FERRY,South Point,North Station,2024-01-01 18:14:00,95.0,22.83905859494812,19.0,2024-01-31,Wednesday,18,Evening,2169.7105665200716,South Point → North Station,False
FERRY,Central,North Station,2024-01-01 18:15:00,25.0,9.580388721970008,16.0,2024-01-31,Wednesday,18,Evening,239.5097180492502,Central → North Station,False
BUS,West End,Downtown,2024-01-01 18:16:00,23.0,42.82121396829298,105.0,2024-01-31,Wednesday,18,Evening,984.8879212707385,West End → Downtown,False
FERRY,Airport,North Station,2024-01-01 18:17:00,48.0,44.18671390023119,160.0,2024-01-31,Wednesday,18,Evening,2120.9622672110972,Airport → North Station,False
FERRY,Central,West End,2024-01-01 18:18:00,38.0,23.58233292893842,88.0,2024-01-31,Wednesday,18,Evening,896.12865129966,Central → West End,False
TRAIN,South Point,West End,2024-01-01 18:19:00,28.0,4.247136501834479,129.0,2024-01-31,Wednesday,18,Evening,118.91982205136541,South Point → West End,False
FERRY,Downtown,Central,2024-01-01 18:20:00,21.0,25.403856477451566,107.0,2024-01-31,Wednesday,18,Evening,533.4809860264829,Downtown → Central,False
TRAM,Central,West End,2024-01-01 18:21:00,54.0,40.27511414339887,28.0,2024-01-31,Wednesday,18,Evening,2174.856163743539,Central → West End,False
BUS,Airport,Airport,2024-01-01 18:22:00,18.0,45.13781441303832,97.5,2024-01-31,Wednesday,18,Evening,812.4806594346898,Airport → Airport,False
TRAIN,Central,North Station,2024-01-01 18:23:00,36.0,10.57190075363099,142.0,2024-01-31,Wednesday,18,Evening,380.5884271307156,Central → North Station,False
TRAIN,North Station,West End,2024-01-01 18:24:00,99.0,25.403856477451566,114.0,2024-02-01,Thursday,18,Evening,2514.981791267705,North Station → West End,False
TRAM,Downtown,Downtown,2024-01-01 18:25:00,45.0,43.92884743007551,82.0,2024-02-01,Thursday,18,Evening,1976.798134353398,Downtown → Downtown,False
BUS,Airport,Central,2024-01-01 18:26:00,73.0,19.77554447945433,105.0,2024-02-01,Thursday,18,Evening,1443.614747000166,Airport → Central,False
BUS,Airport,North Station,2024-01-01 18:27:00,53.0,27.31716773124438,150.0,2024-02-01,Thursday,18,Evening,1447.809889755952,Airport → North Station,False
TRAIN,West End,Central,2024-01-01 18:28:00,30.0,48.41925769651257,146.0,2024-02-01,Thursday,18,Evening,1452.577730895377,West End → Central,False
FERRY,South Point,North Station,2024-01-01 18:29:00,60.0,3.794954031754031,166.0,2024-02-01,Thursday,18,Evening,227.69724190524187,South Point → North Station,False
TRAIN,West End,Downtown,2024-01-01 18:30:00,98.0,32.59174136887873,132.0,2024-02-01,Thursday,18,Evening,3193.9906541501155,West End → Downtown,False
BUS, Central ,Central,2024-01-01 18:31:00,32.0,4.16821841745592,62.0,2024-02-01,Thursday,18,Evening,133.38298935858944, Central  → Central,False
TRAIN,Downtown,South Point,2024-01-01 18:32:00,67.0,19.08571195909177,80.0,2024-02-01,Thursday,18,Evening,1278.7427012591486,Downtown → South Point,False
BUS,Central,Airport,2024-01-01 18:33:00,67.0,40.28881998707561,154.0,2024-02-01,Thursday,18,Evening,2699.350939134066,Central → Airport,False
TRAIN,Central,Airport,2024-01-01 18:34:00,28.0,21.9568755214039,97.5,2024-02-01,Thursday,18,Evening,614.7925145993092,Central → Airport,False
FERRY,Downtown,North Station,2024-01-01 18:35:00,44.0,49.86052651819605,177.0,2024-02-01,Thursday,18,Evening,2193.8631668006265,Downtown → North Station,False
TRAIN,Airport,South Point,2024-01-01 18:36:00,48.0,25.403856477451566,168.0,2024-02-01,Thursday,18,Evening,1219.385110917675,Airport → South Point,False
FERRY, Central ,Central,2024-01-01 18:37:00,41.0,16.3975265554797,26.0,2024-02-01,Thursday,18,Evening,672.2985887746677, Central  → Central,False
BUS, Central ,South Point,2024-01-01 18:38:00,63.0,11.39551063228528,131.0,2024-02-01,Thursday,18,Evening,717.9171698339726, Central  → South Point,False
BUS,Central,South Point,2024-01-01 18:39:00,23.0,17.85076644716501,84.0,2024-02-01,Thursday,18,Evening,410.56762828479526,Central → South Point,False
BUS,South Point,Central,2024-01-01 18:40:00,75.0,18.94039705109777,104.0,2024-02-01,Thursday,18,Evening,1420.5297788323326,South Point → Central,False
TRAIN,South Point,Downtown,2024-01-01 18:41:00,48.0,3.901327047336068,100.0,2024-02-01,Thursday,18,Evening,187.26369827213128,South Point → Downtown,False
FERRY,North Station,South Point,2024-01-01 18:42:00,32.0,18.79392287162527,165.0,2024-02-01,Thursday,18,Evening,601.4055318920086,North Station → South Point,False
BUS,West End,South Point,2024-01-01 18:43:00,57.0,23.47980672709163,177.0,2024-02-01,Thursday,18,Evening,1338.348983444223,West End → South Point,False
BUS,Downtown,Downtown,2024-01-01 18:44:00,33.0,36.27551873582083,168.0,2024-02-01,Thursday,18,Evening,1197.0921182820875,Downtown → Downtown,False
TRAIN,Downtown,South Point,2024-01-01 18:45:00,24.0,33.00810949371959,152.0,2024-02-01,Thursday,18,Evening,792.1946278492701,Downtown → South Point,False
TRAM,Downtown,South Point,2024-01-01 18:46:00,39.0,35.58389993384313,22.0,2024-02-01,Thursday,18,Evening,1387.772097419882,Downtown → South Point,False
FERRY,North Station,South Point,2024-01-01 18:47:00,48.0,0.9140022529044264,42.0,2024-02-01,Thursday,18,Evening,43.87210813941247,North Station → South Point,False
FERRY,South Point,Airport,2024-01-01 18:48:00,56.0,11.27453627923653,155.0,2024-02-02,Friday,18,Evening,631.3740316372457,South Point → Airport,False
FERRY,Airport,West End,2024-01-01 18:49:00,28.0,33.2533722757929,113.0,2024-02-02,Friday,18,Evening,931.0944237222011,Airport → West End,False
FERRY,Airport,Downtown,2024-01-01 18:50:00,37.0,24.45747372489748,127.0,2024-02-02,Friday,18,Evening,904.9265278212067,Airport → Downtown,False
BUS,North Station,South Point,2024-01-01 18:51:00,7.0,0.7630170455831243,148.0,2024-02-02,Friday,18,Evening,5.34111931908187,North Station → South Point,False
TRAM,Airport,Airport,2024-01-01 18:52:00,68.0,40.32248480037521,153.0,2024-02-02,Friday,18,Evening,2741.928966425514,Airport → Airport,False
TRAM,Downtown,Downtown,2024-01-01 18:53:00,37.0,38.7540738778717,108.0,2024-02-02,Friday,18,Evening,1433.9007334812527,Downtown → Downtown,False
TRAIN,West End,North Station,2024-01-01 18:54:00,56.0,25.403856477451566,144.0,2024-02-02,Friday,18,Evening,1422.6159627372876,West End → North Station,False
TRAM,Central,North Station,2024-01-01 18:55:00,65.0,3.78993462592547,148.0,2024-02-02,Friday,18,Evening,246.34575068515554,Central → North Station,False
FERRY,South Point,South Point,2024-01-01 18:56:00,65.0,38.44249495186294,85.0,2024-02-02,Friday,18,Evening,2498.762171871091,South Point → South Point,False
FERRY,South Point,Airport,2024-01-01 18:57:00,47.0,29.39382259270252,91.0,2024-02-02,Friday,18,Evening,1381.5096618570185,South Point → Airport,False
BUS,North Station,Airport,2024-01-01 18:58:00,20.0,39.20701886931898,146.0,2024-02-02,Friday,18,Evening,784.1403773863796,North Station → Airport,False
FERRY,South Point,airport,2024-01-01 18:59:00,48.0,37.7114761235941,65.0,2024-02-02,Friday,18,Evening,1810.1508539325168,South Point → airport,False
TRAIN,Downtown,Downtown,2024-01-01 19:00:00,29.0,40.24860256191294,50.0,2024-02-02,Friday,19,Evening,1167.2094742954753,Downtown → Downtown,False
FERRY,Airport,Airport,2024-01-01 19:01:00,74.0,25.403856477451566,36.0,2024-02-02,Friday,19,Evening,1879.8853793314158,Airport → Airport,False
FERRY,Downtown,Downtown,2024-01-01 19:02:00,60.0,7.446063650578992,19.0,2024-02-02,Friday,19,Evening,446.7638190347395,Downtown → Downtown,False
TRAIN,North Station,Airport,2024-01-01 19:03:00,18.0,33.72229493229459,48.0,2024-02-02,Friday,19,Evening,607.0013087813026,North Station → Airport,False
TRAIN,Downtown,West End,2024-01-01 19:04:00,92.0,31.21345236007254,149.0,2024-02-02,Friday,19,Evening,2871.637617126674,Downtown → West End,False
FERRY,Airport,Airport,2024-01-01 19:05:00,35.0,37.24153276635482,173.0,2024-02-02,Friday,19,Evening,1303.4536468224187,Airport → Airport,False
FERRY,West End,airport,2024-01-01 19:06:00,43.0,8.909109799511398,58.0,2024-02-02,Friday,19,Evening,383.09172137899014,West End → airport,False
TRAIN,North Station,Downtown,2024-01-01 19:07:00,95.0,10.15127239506432,48.0,2024-02-02,Friday,19,Evening,964.3708775311104,North Station → Downtown,False
FERRY,West End,Airport,2024-01-01 19:08:00,91.0,44.57527110235676,102.0,2024-02-02,Friday,19,Evening,4056.349670314465,West End → Airport,False
BUS,Central,Airport,2024-01-01 19:09:00,11.0,37.62390102337751,9.0,2024-02-02,Friday,19,Evening,413.86291125715263,Central → Airport,False
BUS, Central ,Downtown,2024-01-01 19:10:00,49.0,45.45731019066599,113.0,2024-02-02,Friday,19,Evening,2227.4081993426335, Central  → Downtown,False
TRAIN,Central,West End,2024-01-01 19:11:00,38.0,38.05640839761408,97.5,2024-02-02,Friday,19,Evening,1446.1435191093349,Central → West End,False
TRAM,Central,West End,2024-01-01 19:12:00,64.0,30.05918764651994,120.0,2024-02-03,Saturday,19,Evening,1923.7880093772762,Central → West End,True
TRAIN,West End,Downtown,2024-01-01 19:13:00,48.0,32.87957048287975,91.0,2024-02-03,Saturday,19,Evening,1578.2193831782279,West End → Downtown,True
TRAIN,North Station,Central,2024-01-01 19:14:00,8.0,44.51183223503049,108.0,2024-02-03,Saturday,19,Evening,356.0946578802439,North Station → Central,True
BUS,Airport,airport,2024-01-01 19:15:00,34.0,29.15093434834106,127.0,2024-02-03,Saturday,19,Evening,991.1317678435961,Airport → airport,True
BUS,Downtown,Downtown,2024-01-01 19:16:00,48.0,31.80337055425518,83.0,2024-02-03,Saturday,19,Evening,1526.5617866042487,Downtown → Downtown,True
BUS,Downtown,West End,2024-01-01 19:17:00,48.0,8.245597442178228,47.0,2024-02-03,Saturday,19,Evening,395.78867722455493,Downtown → West End,True
FERRY,Airport,West End,2024-01-01 19:18:00,76.0,23.95910039574709,101.0,2024-02-03,Saturday,19,Evening,1820.8916300767787,Airport → West End,True
BUS,Central,airport,2024-01-01 19:19:00,65.0,35.9616570419259,35.0,2024-02-03,Saturday,19,Evening,2337.5077077251835,Central → airport,True
FERRY,Central,Downtown,2024-01-01 19:20:00,48.0,13.91166356666009,103.0,2024-02-03,Saturday,19,Evening,667.7598511996844,Central → Downtown,True
BUS,North Station,airport,2024-01-01 19:21:00,4.0,10.51158193596448,21.0,2024-02-03,Saturday,19,Evening,42.04632774385792,North Station → airport,True
FERRY,South Point,airport,2024-01-01 19:22:00,50.0,16.03442700710857,87.0,2024-02-03,Saturday,19,Evening,801.7213503554284,South Point → airport,True
BUS,West End,Downtown,2024-01-01 19:23:00,48.0,12.45428108564526,114.0,2024-02-03,Saturday,19,Evening,597.8054921109724,West End → Downtown,True
FERRY,Central,Downtown,2024-01-01 19:24:00,30.0,11.1381755333016,97.5,2024-02-03,Saturday,19,Evening,334.14526599904804,Central → Downtown,True
BUS,Downtown,South Point,2024-01-01 19:25:00,88.0,21.53011672197031,97.5,2024-02-03,Saturday,19,Evening,1894.6502715333872,Downtown → South Point,True
BUS,North Station,Central,2024-01-01 19:26:00,59.0,45.43800643723494,145.0,2024-02-03,Saturday,19,Evening,2680.842379796861,North Station → Central,True
FERRY,West End,North Station,2024-01-01 19:27:00,67.0,25.403856477451566,39.0,2024-02-03,Saturday,19,Evening,1702.058383989255,West End → North Station,True
TRAM,North Station,Central,2024-01-01 19:28:00,75.0,9.80205885035849,137.0,2024-02-03,Saturday,19,Evening,735.1544137768867,North Station → Central,True
BUS,West End,South Point,2024-01-01 19:29:00,45.0,4.310097634353267,33.0,2024-02-03,Saturday,19,Evening,193.954393545897,West End → South Point,True
BUS,West End,North Station,2024-01-01 19:30:00,4.0,34.9597291843273,74.0,2024-02-03,Saturday,19,Evening,139.8389167373092,West End → North Station,True
BUS,Airport,Downtown,2024-01-01 19:31:00,26.0,19.4485388396012,157.0,2024-02-03,Saturday,19,Evening,505.6620098296312,Airport → Downtown,True
TRAIN,Central,South Point,2024-01-01 19:32:00,27.0,41.18063185597529,99.0,2024-02-03,Saturday,19,Evening,1111.8770601113329,Central → South Point,True
BUS,North Station,Downtown,2024-01-01 19:33:00,46.0,33.14578304771813,26.0,2024-02-03,Saturday,19,Evening,1524.7060201950342,North Station → Downtown,True
TRAIN,North Station,West End,2024-01-01 19:34:00,64.0,39.91395180179774,177.0,2024-02-03,Saturday,19,Evening,2554.492915315055,North Station → West End,True
TRAIN,Airport,Airport,2024-01-01 19:35:00,48.0,13.96132895121321,73.0,2024-02-03,Saturday,19,Evening,670.143789658234,Airport → Airport,True
TRAM, Central ,South Point,2024-01-01 19:36:00,51.0,34.77176666182238,97.5,2024-02-04,Sunday,19,Evening,1773.3600997529416, Central  → South Point,True
BUS,Downtown,airport,2024-01-01 19:37:00,50.0,13.57106824233908,76.0,2024-02-04,Sunday,19,Evening,678.5534121169541,Downtown → airport,True
BUS,Central,South Point,2024-01-01 19:38:00,6.0,46.98388973278944,133.0,2024-02-04,Sunday,19,Evening,281.9033383967367,Central → South Point,True
BUS,Central,South Point,2024-01-01 19:39:00,59.0,32.00052693590203,176.0,2024-02-04,Sunday,19,Evening,1888.0310892182197,Central → South Point,True
FERRY, Central ,West End,2024-01-01 19:40:00,15.0,16.56333410867943,91.0,2024-02-04,Sunday,19,Evening,248.45001163019145, Central  → West End,True
BUS,Airport,North Station,2024-01-01 19:41:00,30.0,25.403856477451566,100.0,2024-02-04,Sunday,19,Evening,762.115694323547,Airport → North Station,True
TRAIN,Downtown,Central,2024-01-01 19:42:00,42.0,9.950865961046354,79.0,2024-02-04,Sunday,19,Evening,417.9363703639469,Downtown → Central,True
BUS, Central ,Downtown,2024-01-01 19:43:00,37.0,34.88472746523953,171.0,2024-02-04,Sunday,19,Evening,1290.7349162138626, Central  → Downtown,True
FERRY,North Station,South Point,2024-01-01 19:44:00,42.0,11.3264228433974,58.0,2024-02-04,Sunday,19,Evening,475.7097594226908,North Station → South Point,True
TRAM,Central,Downtown,2024-01-01 19:45:00,35.0,29.96751166341071,92.0,2024-02-04,Sunday,19,Evening,1048.862908219375,Central → Downtown,True
BUS,North Station,Airport,2024-01-01 19:46:00,48.0,13.59943383280519,161.0,2024-02-04,Sunday,19,Evening,652.7728239746491,North Station → Airport,True
TRAM,North Station,West End,2024-01-01 19:47:00,6.0,33.26746276729649,58.0,2024-02-04,Sunday,19,Evening,199.60477660377896,North Station → West End,True
FERRY,South Point,Downtown,2024-01-01 19:48:00,68.0,25.403856477451566,97.5,2024-02-04,Sunday,19,Evening,1727.4622404667064,South Point → Downtown,True
FERRY,Downtown,West End,2024-01-01 19:49:00,18.0,39.01224953566033,103.0,2024-02-04,Sunday,19,Evening,702.2204916418859,Downtown → West End,True
TRAM,Central,Downtown,2024-01-01 19:50:00,73.0,38.1621408810737,24.0,2024-02-04,Sunday,19,Evening,2785.83628431838,Central → Downtown,True
BUS,North Station,Central,2024-01-01 19:51:00,29.0,9.792259081766478,50.0,2024-02-04,Sunday,19,Evening,283.97551337122786,North Station → Central,True
TRAIN,Central,Central,2024-01-01 19:52:00,77.0,4.875054875733676,131.0,2024-02-04,Sunday,19,Evening,375.37922543149307,Central → Central,True
FERRY,West End,Central,2024-01-01 19:53:00,59.0,35.09796701012559,62.0,2024-02-04,Sunday,19,Evening,2070.78005359741,West End → Central,True
FERRY,South Point,Central,2024-01-01 19:54:00,47.0,18.73318708282039,115.0,2024-02-04,Sunday,19,Evening,880.4597928925583,South Point → Central,True
BUS,West End,Central,2024-01-01 19:55:00,17.0,21.90113820696569,133.0,2024-02-04,Sunday,19,Evening,372.31934951841674,West End → Central,True
TRAIN,Central,Central,2024-01-01 19:56:00,96.0,2.041880093272858,85.0,2024-02-04,Sunday,19,Evening,196.02048895419435,Central → Central,True
FERRY,Central,West End,2024-01-01 19:57:00,22.0,13.34903423911494,161.0,2024-02-04,Sunday,19,Evening,293.6787532605287,Central → West End,True
FERRY,Downtown,South Point,2024-01-01 19:58:00,68.0,2.166981991785969,88.0,2024-02-04,Sunday,19,Evening,147.3547754414459,Downtown → South Point,True
BUS, Central ,Downtown,2024-01-01 19:59:00,69.0,44.01969574376176,74.0,2024-02-04,Sunday,19,Evening,3037.3590063195616, Central  → Downtown,True
BUS,North Station,Central,2024-01-01 20:00:00,37.0,12.54813581931726,97.5,2024-02-05,Monday,20,Evening,464.2810253147386,North Station → Central,False
TRAIN,West End,West End,2024-01-01 20:01:00,49.0,28.0881898938639,33.0,2024-02-05,Monday,20,Evening,1376.321304799331,West End → West End,False
TRAIN,South Point,West End,2024-01-01 20:02:00,13.0,2.429476372725955,116.0,2024-02-05,Monday,20,Evening,31.583192845437416,South Point → West End,False
BUS,Airport,West End,2024-01-01 20:03:00,34.0,25.403856477451566,165.0,2024-02-05,Monday,20,Evening,863.7311202333532,Airport → West End,False
FERRY,North Station,South Point,2024-01-01 20:04:00,86.0,16.48985361482764,135.0,2024-02-05,Monday,20,Evening,1418.1274108751772,North Station → South Point,False
BUS,Downtown,Downtown,2024-01-01 20:05:00,53.0,44.94699975440446,167.0,2024-02-05,Monday,20,Evening,2382.1909869834362,Downtown → Downtown,False
FERRY,West End,South Point,2024-01-01 20:06:00,48.0,44.46185035223478,112.0,2024-02-05,Monday,20,Evening,2134.1688169072695,West End → South Point,False
TRAM,West End,North Station,2024-01-01 20:07:00,51.0,16.60188560890651,113.0,2024-02-05,Monday,20,Evening,846.696166054232,West End → North Station,False
TRAIN,Airport,West End,2024-01-01 20:08:00,3.0,45.09756433667816,24.0,2024-02-05,Monday,20,Evening,135.2926930100345,Airport → West End,False
TRAIN,Downtown,North Station,2024-01-01 20:09:00,42.0,49.80980483818955,77.0,2024-02-05,Monday,20,Evening,2092.011803203961,Downtown → North Station,False
TRAM,South Point,Airport,2024-01-01 20:10:00,98.0,41.35807537413543,171.0,2024-02-05,Monday,20,Evening,4053.0913866652722,South Point → Airport,False
TRAM,Downtown,Central,2024-01-01 20:11:00,32.0,42.32113171388384,8.0,2024-02-05,Monday,20,Evening,1354.2762148442828,Downtown → Central,False
BUS,South Point,Central,2024-01-01 20:12:00,51.0,12.82593243739995,23.0,2024-02-05,Monday,20,Evening,654.1225543073975,South Point → Central,False
TRAIN,Downtown,South Point,2024-01-01 20:13:00,85.0,29.04676874345894,106.0,2024-02-05,Monday,20,Evening,2468.97534319401,Downtown → South Point,False
TRAM,Downtown,Downtown,2024-01-01 20:14:00,46.0,3.829167741384709,177.0,2024-02-05,Monday,20,Evening,176.1417161036966,Downtown → Downtown,False
TRAM,Central,North Station,2024-01-01 20:15:00,21.0,5.198437872672651,97.5,2024-02-05,Monday,20,Evening,109.16719532612566,Central → North Station,False
TRAIN,West End,Downtown,2024-01-01 20:16:00,44.0,49.94518429564788,145.0,2024-02-05,Monday,20,Evening,2197.5881090085068,West End → Downtown,False
TRAIN,Downtown,South Point,2024-01-01 20:17:00,11.0,25.403856477451566,97.5,2024-02-05,Monday,20,Evening,279.44242125196723,Downtown → South Point,False
TRAM,Airport,Central,2024-01-01 20:18:00,48.0,37.53510364641789,90.0,2024-02-05,Monday,20,Evening,1801.6849750280585,Airport → Central,False
BUS,Downtown,Downtown,2024-01-01 20:19:00,48.0,40.42992012482741,56.0,2024-02-05,Monday,20,Evening,1940.6361659917156,Downtown → Downtown,False
TRAM,North Station,Downtown,2024-01-01 20:20:00,92.0,25.403856477451566,115.0,2024-02-05,Monday,20,Evening,2337.154795925544,North Station → Downtown,False
BUS,West End,Central,2024-01-01 20:21:00,63.0,49.88260072140675,113.0,2024-02-05,Monday,20,Evening,3142.6038454486256,West End → Central,False
BUS,North Station,North Station,2024-01-01 20:22:00,24.0,12.45407602021496,90.0,2024-02-05,Monday,20,Evening,298.89782448515905,North Station → North Station,False
BUS,West End,Central,2024-01-01 20:23:00,99.0,2.497365929555135,47.0,2024-02-05,Monday,20,Evening,247.23922702595837,West End → Central,False
FERRY,North Station,Downtown,2024-01-01 20:24:00,13.0,20.85398014073201,46.0,2024-02-06,Tuesday,20,Evening,271.10174182951613,North Station → Downtown,False
FERRY,Downtown,North Station,2024-01-01 20:25:00,98.0,6.938993156532874,94.0,2024-02-06,Tuesday,20,Evening,680.0213293402217,Downtown → North Station,False
TRAIN,Downtown,airport,2024-01-01 20:26:00,11.0,1.610081513521729,119.0,2024-02-06,Tuesday,20,Evening,17.71089664873902,Downtown → airport,False
FERRY,Central,Central,2024-01-01 20:27:00,51.0,18.34112794350356,30.0,2024-02-06,Tuesday,20,Evening,935.3975251186816,Central → Central,False
BUS,Airport,Downtown,2024-01-01 20:28:00,17.0,39.2950434282242,155.0,2024-02-06,Tuesday,20,Evening,668.0157382798113,Airport → Downtown,False
BUS,North Station,South Point,2024-01-01 20:29:00,99.0,28.52594421564101,47.0,2024-02-06,Tuesday,20,Evening,2824.06847734846,North Station → South Point,False
BUS,South Point,Downtown,2024-01-01 20:30:00,82.0,15.98251046591253,81.0,2024-02-06,Tuesday,20,Evening,1310.5658582048275,South Point → Downtown,False
BUS,Central,West End,2024-01-01 20:31:00,86.0,32.88992927188963,97.5,2024-02-06,Tuesday,20,Evening,2828.5339173825078,Central → West End,False
TRAM,North Station,Airport,2024-01-01 20:32:00,48.0,25.403856477451566,97.5,2024-02-06,Tuesday,20,Evening,1219.385110917675,North Station → Airport,False
BUS,North Station,South Point,2024-01-01 20:33:00,19.0,1.211881580568209,24.0,2024-02-06,Tuesday,20,Evening,23.025750030795972,North Station → South Point,False
TRAM,Central,North Station,2024-01-01 20:34:00,37.0,25.403856477451566,43.0,2024-02-06,Tuesday,20,Evening,939.9426896657079,Central → North Station,False
BUS,Downtown,South Point,2024-01-01 20:35:00,48.0,31.37528270076845,16.0,2024-02-06,Tuesday,20,Evening,1506.0135696368857,Downtown → South Point,False
BUS,North Station,North Station,2024-01-01 20:36:00,8.0,38.23397991279752,15.0,2024-02-06,Tuesday,20,Evening,305.8718393023802,North Station → North Station,False
TRAIN,Downtown,North Station,2024-01-01 20:37:00,28.0,2.427431826039448,158.0,2024-02-06,Tuesday,20,Evening,67.96809112910454,Downtown → North Station,False
FERRY,Central,South Point,2024-01-01 20:38:00,5.0,41.93742157761729,46.0,2024-02-06,Tuesday,20,Evening,209.68710788808647,Central → South Point,False
BUS,Downtown,North Station,2024-01-01 20:39:00,17.0,31.16654690179702,97.5,2024-02-06,Tuesday,20,Evening,529.8312973305493,Downtown → North Station,False
TRAIN,West End,North Station,2024-01-01 20:40:00,36.0,28.38806986027569,97.5,2024-02-06,Tuesday,20,Evening,1021.9705149699248,West End → North Station,False
TRAIN,South Point,West End,2024-01-01 20:41:00,19.0,31.41839538166931,42.0,2024-02-06,Tuesday,20,Evening,596.9495122517169,South Point → West End,False
FERRY,North Station,Downtown,2024-01-01 20:42:00,64.0,25.403856477451566,102.0,2024-02-06,Tuesday,20,Evening,1625.8468145569002,North Station → Downtown,False
BUS,Airport,Downtown,2024-01-01 20:43:00,91.0,29.5533570746659,175.0,2024-02-06,Tuesday,20,Evening,2689.355493794597,Airport → Downtown,False
FERRY,South Point,Airport,2024-01-01 20:44:00,98.0,29.25704380446488,23.0,2024-02-06,Tuesday,20,Evening,2867.1902928375584,South Point → Airport,False
